,C1,C2,C3
1973-06-22,4.317255,1.578326,0.42871222
1973-06-25,4.3956304,1.5841513,0.4137585
1973-06-26,4.4729333,1.6333656,0.37553543
1973-06-27,4.5332413,1.7131463,0.3455172
1973-06-28,4.6631565,1.7454185,0.32785627
1973-06-29,4.8235526,1.8905066,0.36605954
1973-07-02,5.1702313,2.1564724,0.38950473
1973-07-03,5.224206,2.1861746,0.38385242
1973-07-05,5.2113547,2.1860158,0.38556007
1973-07-06,5.3051987,2.1851296,0.33722785
1973-07-09,5.5296044,2.2149904,0.24510427
1973-07-10,5.3908744,2.2149706,0.2808378
1973-07-11,5.3120956,2.1211896,0.24720481
1973-07-12,5.358181,2.1287029,0.20036012
1973-07-13,5.5114236,2.2180786,0.19023257
1973-07-16,5.6105747,2.2623165,0.20525503
1973-07-17,5.6827593,2.3066168,0.21385589
1973-07-18,5.8242927,2.3992584,0.19213253
1973-07-19,6.1460834,2.4968143,0.124201745
1973-07-20,6.413853,2.5560932,0.11728126
1973-07-23,6.3772044,2.5321977,0.1119893
1973-07-24,6.4925613,2.5439184,0.09893863
1973-07-25,6.5394917,2.5348933,0.06596624
1973-07-26,6.8921247,2.4885554,0.0077882283
1973-07-27,7.135469,2.466788,0.010994433
1973-07-30,7.1973314,2.4455183,0.010993247
1973-07-31,7.3167877,2.4099462,-0.018599574
1973-08-01,7.5676365,2.3404431,-0.02871198
1973-08-02,7.4282107,2.3649237,-0.01572072
1973-08-03,7.5803394,2.3773167,-0.09679809
1973-08-06,7.752066,2.483456,-0.11707795
1973-08-07,7.9959416,2.6182022,-0.09637499
1973-08-08,7.8273845,2.6683328,0.0027519143
1973-08-09,7.8531694,2.6379542,0.010073122
1973-08-10,7.8233204,2.6734378,0.054556683
1973-08-13,7.6206107,2.6931748,0.13201235
1973-08-14,7.518384,2.7137902,0.2565504
1973-08-15,7.3538604,2.6842825,0.32055724
1973-08-16,6.800431,2.6046972,0.5118358
1973-08-17,6.482739,2.5725772,0.5558965
1973-08-20,6.881304,2.650142,0.44341186
1973-08-21,6.863088,2.647631,0.45941126
1973-08-22,6.885768,2.5979185,0.43992648
1973-08-23,6.4257236,2.546484,0.56445843
1973-08-24,6.0113115,2.5339615,0.6202348
1973-08-27,6.209284,2.5263886,0.54812235
1973-08-28,6.2938027,2.5557718,0.5538821
1973-08-29,6.1025286,2.5788403,0.6269277
1973-08-30,6.106512,2.5622547,0.5821252
